data_hora,ticker,selecao,kalshi_justa_pct,call_preco_pct,edge_pp
2026-06-14 18:02,JOR,Jordania,0.09,,
2026-06-14 18:02,UZB,Uzbequistao,0.09,,
2026-06-14 18:02,NZL,Nova Zelandia,0.09,,
2026-06-14 18:02,TN,Tunisia,0.09,,
2026-06-14 18:02,SA,Arabia Saudita,0.09,,
2026-06-14 18:02,PY,Paraguai,0.09,,
2026-06-14 15:11,FR,Franca,15.29,18.75,3.46
2026-06-14 15:11,ES,Espanha,15.16,18.75,3.59
2026-06-14 15:11,PT,Portugal,10.03,11.25,1.22
2026-06-14 15:11,GB,Inglaterra,9.48,10.5,1.02
2026-06-14 15:11,AR,Argentina,8.1,10.5,2.4
2026-06-14 15:11,BR,Brasil,6.36,12.625,6.26
2026-06-14 15:11,NL,Holanda,5.27,3.25,-2.02
2026-06-14 15:11,DE,Alemanha,5.08,6.875,1.79
2026-06-14 15:11,US,EUA,3.25,2.375,-0.88
2026-06-14 15:11,NO,Noruega,2.24,3.0,0.76
2026-06-14 15:11,MA,Marrocos,1.97,3.25,1.28
2026-06-14 15:11,MX,Mexico,1.83,0.875,-0.96
2026-06-14 15:11,BE,Belgica,1.69,3.0,1.31
2026-06-14 15:11,CO,Colombia,1.51,1.75,0.24
2026-06-14 15:11,JP,Japao,1.33,1.25,-0.08
2026-06-14 15:11,IRQ,Iraque,0.92,,
2026-06-14 15:11,COD,RD Congo,0.92,,
2026-06-14 15:11,BIH,Bosnia,0.92,,
2026-06-14 15:11,CZE,Tchequia,0.92,,
2026-06-14 15:11,CH,Suica,0.78,0.75,-0.03
2026-06-14 15:11,UY,Uruguai,0.78,2.25,1.47
2026-06-14 15:11,EC,Equador,0.69,1.0,0.31
2026-06-14 15:11,HR,Croacia,0.69,1.375,0.69
2026-06-14 15:11,CIV,Costa do Marfim,0.5,1.0,0.5
2026-06-14 15:11,SN,Senegal,0.5,,
2026-06-14 15:11,TR,Turquia,0.46,0.625,0.16
2026-06-14 15:11,KR,Coreia do Sul,0.41,0.875,0.47
2026-06-14 15:11,AT,Austria,0.32,,
2026-06-14 15:11,AU,Australia,0.27,,
2026-06-14 15:11,SC,Escocia,0.23,0.35,0.12
2026-06-14 15:11,SE,Suecia,0.23,,
2026-06-14 15:11,CA,Canada,0.23,,
2026-06-14 15:11,DZA,Argelia,0.14,,
2026-06-14 15:11,EGY,Egito,0.14,,
2026-06-14 15:11,IR,Ira,0.14,,
2026-06-14 15:11,GH,Gana,0.14,,
2026-06-14 15:11,PAN,Panama,0.09,,
2026-06-14 15:11,HTI,Haiti,0.09,0.125,0.04
2026-06-14 15:11,CUW,Curacao,0.09,,
2026-06-14 15:11,QAT,Catar,0.09,,
2026-06-14 15:11,RSA,Africa do Sul,0.09,,
2026-06-14 15:11,CPV,Cabo Verde,0.09,,
2026-06-14 15:11,JOR,Jordania,0.09,,
2026-06-14 15:11,UZB,Uzbequistao,0.09,,
2026-06-14 15:11,NZL,Nova Zelandia,0.09,,
2026-06-14 15:11,TN,Tunisia,0.09,,
2026-06-14 15:11,SA,Arabia Saudita,0.09,,
2026-06-14 15:11,PY,Paraguai,0.09,,
2026-06-14 15:23,FR,Franca,15.29,18.75,3.46
2026-06-14 15:23,ES,Espanha,15.16,18.75,3.59
2026-06-14 15:23,PT,Portugal,10.03,11.25,1.22
2026-06-14 15:23,GB,Inglaterra,9.48,10.5,1.02
2026-06-14 15:23,AR,Argentina,8.1,10.5,2.4
2026-06-14 15:23,BR,Brasil,6.36,12.625,6.26
2026-06-14 15:23,NL,Holanda,5.27,3.25,-2.02
2026-06-14 15:23,DE,Alemanha,5.08,6.875,1.79
2026-06-14 15:23,US,EUA,3.25,2.375,-0.88
2026-06-14 15:23,NO,Noruega,2.24,3.0,0.76
2026-06-14 15:23,MA,Marrocos,1.97,3.25,1.28
2026-06-14 15:23,MX,Mexico,1.83,0.875,-0.96
2026-06-14 15:23,BE,Belgica,1.69,3.0,1.31
2026-06-14 15:23,CO,Colombia,1.51,1.75,0.24
2026-06-14 15:23,JP,Japao,1.33,1.25,-0.08
2026-06-14 15:23,IRQ,Iraque,0.92,,
2026-06-14 15:23,COD,RD Congo,0.92,,
2026-06-14 15:23,BIH,Bosnia,0.92,,
2026-06-14 15:23,CZE,Tchequia,0.92,,
2026-06-14 15:23,CH,Suica,0.78,0.75,-0.03
2026-06-14 15:23,UY,Uruguai,0.78,2.25,1.47
2026-06-14 15:23,EC,Equador,0.69,1.0,0.31
2026-06-14 15:23,HR,Croacia,0.69,1.375,0.69
2026-06-14 15:23,CIV,Costa do Marfim,0.5,1.0,0.5
2026-06-14 15:23,SN,Senegal,0.5,,
2026-06-14 15:23,TR,Turquia,0.46,0.625,0.16
2026-06-14 15:23,KR,Coreia do Sul,0.41,0.875,0.47
2026-06-14 15:23,AT,Austria,0.32,,
2026-06-14 15:23,AU,Australia,0.27,,
2026-06-14 15:23,SC,Escocia,0.23,0.35,0.12
2026-06-14 15:23,SE,Suecia,0.23,,
2026-06-14 15:23,CA,Canada,0.23,,
2026-06-14 15:23,DZA,Argelia,0.14,,
2026-06-14 15:23,EGY,Egito,0.14,,
2026-06-14 15:23,IR,Ira,0.14,,
2026-06-14 15:23,GH,Gana,0.14,,
2026-06-14 15:23,PAN,Panama,0.09,,
2026-06-14 15:23,HTI,Haiti,0.09,0.125,0.04
2026-06-14 15:23,CUW,Curacao,0.09,,
2026-06-14 15:23,QAT,Catar,0.09,,
2026-06-14 15:23,RSA,Africa do Sul,0.09,,
2026-06-14 15:23,CPV,Cabo Verde,0.09,,
2026-06-14 15:23,JOR,Jordania,0.09,,
2026-06-14 15:23,UZB,Uzbequistao,0.09,,
2026-06-14 15:23,NZL,Nova Zelandia,0.09,,
2026-06-14 15:23,TN,Tunisia,0.09,,
2026-06-14 15:23,SA,Arabia Saudita,0.09,,
2026-06-14 15:23,PY,Paraguai,0.09,,
2026-06-14 15:48,ES,Espanha,15.33,18.75,3.42
2026-06-14 15:48,FR,Franca,14.96,18.75,3.79
2026-06-14 15:48,PT,Portugal,10.17,11.25,1.08
2026-06-14 15:48,GB,Inglaterra,9.44,10.5,1.06
2026-06-14 15:48,AR,Argentina,8.07,10.5,2.43
2026-06-14 15:48,BR,Brasil,6.34,12.625,6.29
2026-06-14 15:48,NL,Holanda,5.34,3.25,-2.09
2026-06-14 15:48,DE,Alemanha,5.29,6.875,1.58
2026-06-14 15:48,US,EUA,3.1,2.375,-0.73
2026-06-14 15:48,NO,Noruega,2.24,3.0,0.76
2026-06-14 15:48,MA,Marrocos,1.96,3.25,1.29
2026-06-14 15:48,MX,Mexico,1.82,0.875,-0.95
2026-06-14 15:48,BE,Belgica,1.69,3.0,1.31
2026-06-14 15:48,CO,Colombia,1.51,1.75,0.24
2026-06-14 15:48,JP,Japao,1.32,1.25,-0.07
2026-06-14 15:48,IRQ,Iraque,0.91,,
2026-06-14 15:48,COD,RD Congo,0.91,,
2026-06-14 15:48,BIH,Bosnia,0.91,,
2026-06-14 15:48,CZE,Tchequia,0.91,,
2026-06-14 15:48,CH,Suica,0.78,0.75,-0.03
2026-06-14 15:48,UY,Uruguai,0.78,2.25,1.47
2026-06-14 15:48,EC,Equador,0.68,1.0,0.32
2026-06-14 15:48,HR,Croacia,0.68,1.375,0.69
2026-06-14 15:48,CIV,Costa do Marfim,0.59,1.0,0.41
2026-06-14 15:48,SN,Senegal,0.5,,
2026-06-14 15:48,TR,Turquia,0.41,0.625,0.22
2026-06-14 15:48,KR,Coreia do Sul,0.41,0.875,0.47
2026-06-14 15:48,AT,Austria,0.32,,
2026-06-14 15:48,AU,Australia,0.27,,
2026-06-14 15:48,SC,Escocia,0.23,0.35,0.12
2026-06-14 15:48,SE,Suecia,0.23,,
2026-06-14 15:48,CA,Canada,0.23,,
2026-06-14 15:48,DZA,Argelia,0.14,,
2026-06-14 15:48,EGY,Egito,0.14,,
2026-06-14 15:48,IR,Ira,0.14,,
2026-06-14 15:48,GH,Gana,0.14,,
2026-06-14 15:48,PAN,Panama,0.09,,
2026-06-14 15:48,HTI,Haiti,0.09,0.125,0.04
2026-06-14 15:48,CUW,Curacao,0.09,,
2026-06-14 15:48,QAT,Catar,0.09,,
2026-06-14 15:48,RSA,Africa do Sul,0.09,,
2026-06-14 15:48,CPV,Cabo Verde,0.09,,
2026-06-14 15:48,JOR,Jordania,0.09,,
2026-06-14 15:48,UZB,Uzbequistao,0.09,,
2026-06-14 15:48,NZL,Nova Zelandia,0.09,,
2026-06-14 15:48,TN,Tunisia,0.09,,
2026-06-14 15:48,SA,Arabia Saudita,0.09,,
2026-06-14 15:48,PY,Paraguai,0.09,,
2026-06-14 15:48,ES,Espanha,15.28,18.75,3.47
2026-06-14 15:48,FR,Franca,15.01,18.75,3.74
2026-06-14 15:48,PT,Portugal,10.17,11.25,1.08
2026-06-14 15:48,GB,Inglaterra,9.44,10.5,1.06
2026-06-14 15:48,AR,Argentina,8.07,10.5,2.43
2026-06-14 15:48,BR,Brasil,6.34,12.625,6.29
2026-06-14 15:48,NL,Holanda,5.34,3.25,-2.09
2026-06-14 15:48,DE,Alemanha,5.29,6.875,1.58
2026-06-14 15:48,US,EUA,3.1,2.375,-0.73
2026-06-14 15:48,NO,Noruega,2.24,3.0,0.76
2026-06-14 15:48,MA,Marrocos,1.96,3.25,1.29
2026-06-14 15:48,MX,Mexico,1.82,0.875,-0.95
2026-06-14 15:48,BE,Belgica,1.69,3.0,1.31
2026-06-14 15:48,CO,Colombia,1.51,1.75,0.24
2026-06-14 15:48,JP,Japao,1.32,1.25,-0.07
2026-06-14 15:48,IRQ,Iraque,0.91,,
2026-06-14 15:48,COD,RD Congo,0.91,,
2026-06-14 15:48,BIH,Bosnia,0.91,,
2026-06-14 15:48,CZE,Tchequia,0.91,,
2026-06-14 15:48,CH,Suica,0.78,0.75,-0.03
2026-06-14 15:48,UY,Uruguai,0.78,2.25,1.47
2026-06-14 15:48,EC,Equador,0.68,1.0,0.32
2026-06-14 15:48,HR,Croacia,0.68,1.375,0.69
2026-06-14 15:48,CIV,Costa do Marfim,0.59,1.0,0.41
2026-06-14 15:48,SN,Senegal,0.5,,
2026-06-14 15:48,TR,Turquia,0.41,0.625,0.22
2026-06-14 15:48,KR,Coreia do Sul,0.41,0.875,0.47
2026-06-14 15:48,AT,Austria,0.32,,
2026-06-14 15:48,AU,Australia,0.27,,
2026-06-14 15:48,SC,Escocia,0.23,0.35,0.12
2026-06-14 15:48,SE,Suecia,0.23,,
2026-06-14 15:48,CA,Canada,0.23,,
2026-06-14 15:48,DZA,Argelia,0.14,,
2026-06-14 15:48,EGY,Egito,0.14,,
2026-06-14 15:48,IR,Ira,0.14,,
2026-06-14 15:48,GH,Gana,0.14,,
2026-06-14 15:48,PAN,Panama,0.09,,
2026-06-14 15:48,HTI,Haiti,0.09,0.125,0.04
2026-06-14 15:48,CUW,Curacao,0.09,,
2026-06-14 15:48,QAT,Catar,0.09,,
2026-06-14 15:48,RSA,Africa do Sul,0.09,,
2026-06-14 15:48,CPV,Cabo Verde,0.09,,
2026-06-14 15:48,JOR,Jordania,0.09,,
2026-06-14 15:48,UZB,Uzbequistao,0.09,,
2026-06-14 15:48,NZL,Nova Zelandia,0.09,,
2026-06-14 15:48,TN,Tunisia,0.09,,
2026-06-14 15:48,SA,Arabia Saudita,0.09,,
2026-06-14 15:48,PY,Paraguai,0.09,,
2026-06-14 18:21,ES,Espanha,15.16,18.75,3.59
2026-06-14 18:21,FR,Franca,15.12,18.75,3.63
2026-06-14 18:21,PT,Portugal,10.03,11.25,1.22
2026-06-14 18:21,GB,Inglaterra,9.4,10.5,1.1
2026-06-14 18:21,AR,Argentina,8.03,10.5,2.47
2026-06-14 18:21,BR,Brasil,6.31,12.625,6.32
2026-06-14 18:21,DE,Alemanha,5.36,6.875,1.51
2026-06-14 18:21,NL,Holanda,5.31,3.25,-2.06
2026-06-14 18:21,US,EUA,3.5,2.375,-1.12
2026-06-14 18:21,NO,Noruega,2.22,3.0,0.78
2026-06-14 18:21,MA,Marrocos,1.95,3.25,1.3
2026-06-14 18:21,MX,Mexico,1.82,0.875,-0.95
2026-06-14 18:21,BE,Belgica,1.68,3.0,1.32
2026-06-14 18:21,JP,Japao,1.5,1.25,-0.25
2026-06-14 18:21,CO,Colombia,1.5,1.75,0.25
2026-06-14 18:21,IRQ,Iraque,0.91,,
2026-06-14 18:21,COD,RD Congo,0.91,,
2026-06-14 18:21,BIH,Bosnia,0.91,,
2026-06-14 18:21,CZE,Tchequia,0.91,,
2026-06-14 18:21,CH,Suica,0.77,0.75,-0.02
2026-06-14 18:21,UY,Uruguai,0.77,2.25,1.48
2026-06-14 18:21,EC,Equador,0.68,1.0,0.32
2026-06-14 18:21,HR,Croacia,0.68,1.375,0.69
2026-06-14 18:21,SN,Senegal,0.5,,
2026-06-14 18:21,CIV,Costa do Marfim,0.41,1.0,0.59
2026-06-14 18:21,TR,Turquia,0.41,0.625,0.22
2026-06-14 18:21,KR,Coreia do Sul,0.41,0.875,0.47
2026-06-14 18:21,AT,Austria,0.32,,
2026-06-14 18:21,SC,Escocia,0.23,0.35,0.12
2026-06-14 18:21,AU,Australia,0.23,,
2026-06-14 18:21,SE,Suecia,0.23,,
2026-06-14 18:21,CA,Canada,0.23,,
2026-06-14 18:21,DZA,Argelia,0.14,,
2026-06-14 18:21,EGY,Egito,0.14,,
2026-06-14 18:21,IR,Ira,0.14,,
2026-06-14 18:21,GH,Gana,0.14,,
2026-06-14 18:21,PAN,Panama,0.09,,
2026-06-14 18:21,HTI,Haiti,0.09,0.125,0.04
2026-06-14 18:21,CUW,Curacao,0.09,,
2026-06-14 18:21,QAT,Catar,0.09,,
2026-06-14 18:21,RSA,Africa do Sul,0.09,,
2026-06-14 18:21,CPV,Cabo Verde,0.09,,
2026-06-14 18:21,JOR,Jordania,0.09,,
2026-06-14 18:21,UZB,Uzbequistao,0.09,,
2026-06-14 18:21,NZL,Nova Zelandia,0.09,,
2026-06-14 18:21,TN,Tunisia,0.09,,
2026-06-14 18:21,SA,Arabia Saudita,0.09,,
2026-06-14 18:21,PY,Paraguai,0.09,,
2026-06-15 08:00,ES,Espanha,15.16,18.75,3.59
2026-06-15 08:00,FR,Franca,15.12,18.75,3.63
2026-06-15 08:00,PT,Portugal,10.03,11.25,1.22
2026-06-15 08:00,GB,Inglaterra,9.4,10.5,1.1
2026-06-15 08:00,AR,Argentina,8.03,10.5,2.47
2026-06-15 08:00,BR,Brasil,6.31,12.625,6.32
2026-06-15 08:00,DE,Alemanha,5.36,6.875,1.51
2026-06-15 08:00,NL,Holanda,5.31,3.25,-2.06
2026-06-15 08:00,US,EUA,3.5,2.375,-1.12
2026-06-15 08:00,NO,Noruega,2.22,3.0,0.78
2026-06-15 08:00,MA,Marrocos,1.95,3.25,1.3
2026-06-15 08:00,MX,Mexico,1.82,0.875,-0.95
2026-06-15 08:00,BE,Belgica,1.68,3.0,1.32
2026-06-15 08:00,JP,Japao,1.5,1.25,-0.25
2026-06-15 08:00,CO,Colombia,1.5,1.75,0.25
2026-06-15 08:00,IRQ,Iraque,0.91,,
2026-06-15 08:00,COD,RD Congo,0.91,,
2026-06-15 08:00,BIH,Bosnia,0.91,,
2026-06-15 08:00,CZE,Tchequia,0.91,,
2026-06-15 08:00,CH,Suica,0.77,0.75,-0.02
2026-06-15 08:00,UY,Uruguai,0.77,2.25,1.48
2026-06-15 08:00,EC,Equador,0.68,1.0,0.32
2026-06-15 08:00,HR,Croacia,0.68,1.375,0.69
2026-06-15 08:00,SN,Senegal,0.5,,
2026-06-15 08:00,CIV,Costa do Marfim,0.41,1.0,0.59
2026-06-15 08:00,TR,Turquia,0.41,0.625,0.22
2026-06-15 08:00,KR,Coreia do Sul,0.41,0.875,0.47
2026-06-15 08:00,AT,Austria,0.32,,
2026-06-15 08:00,SC,Escocia,0.23,0.35,0.12
2026-06-15 08:00,AU,Australia,0.23,,
2026-06-15 08:00,SE,Suecia,0.23,,
2026-06-15 08:00,CA,Canada,0.23,,
2026-06-15 08:00,DZA,Argelia,0.14,,
2026-06-15 08:00,EGY,Egito,0.14,,
2026-06-15 08:00,IR,Ira,0.14,,
2026-06-15 08:00,GH,Gana,0.14,,
2026-06-15 08:00,PAN,Panama,0.09,,
2026-06-15 08:00,HTI,Haiti,0.09,0.125,0.04
2026-06-15 08:00,CUW,Curacao,0.09,,
2026-06-15 08:00,QAT,Catar,0.09,,
2026-06-15 08:00,RSA,Africa do Sul,0.09,,
2026-06-15 08:00,CPV,Cabo Verde,0.09,,
2026-06-15 08:00,JOR,Jordania,0.09,,
2026-06-15 08:00,UZB,Uzbequistao,0.09,,
2026-06-15 08:00,NZL,Nova Zelandia,0.09,,
2026-06-15 08:00,TN,Tunisia,0.09,,
2026-06-15 08:00,SA,Arabia Saudita,0.09,,
2026-06-15 08:00,PY,Paraguai,0.09,,
2026-06-15 13:41,ES,Espanha,15.16,18.75,3.59
2026-06-15 13:41,FR,Franca,15.12,18.75,3.63
2026-06-15 13:41,PT,Portugal,10.03,11.25,1.22
2026-06-15 13:41,GB,Inglaterra,9.4,10.5,1.1
2026-06-15 13:41,AR,Argentina,8.03,10.5,2.47
2026-06-15 13:41,BR,Brasil,6.31,12.25,5.94
2026-06-15 13:41,DE,Alemanha,5.36,7.0,1.64
2026-06-15 13:41,NL,Holanda,5.31,4.0,-1.31
2026-06-15 13:41,US,EUA,3.5,2.375,-1.12
2026-06-15 13:41,NO,Noruega,2.22,3.0,0.78
2026-06-15 13:41,MA,Marrocos,1.95,3.25,1.3
2026-06-15 13:41,MX,Mexico,1.82,0.875,-0.95
2026-06-15 13:41,BE,Belgica,1.68,3.0,1.32
2026-06-15 13:41,JP,Japao,1.5,1.25,-0.25
2026-06-15 13:41,CO,Colombia,1.5,1.5,0.0
2026-06-15 13:41,IRQ,Iraque,0.91,,
2026-06-15 13:41,COD,RD Congo,0.91,,
2026-06-15 13:41,BIH,Bosnia,0.91,,
2026-06-15 13:41,CZE,Tchequia,0.91,,
2026-06-15 13:41,CH,Suica,0.77,0.75,-0.02
2026-06-15 13:41,UY,Uruguai,0.77,2.25,1.48
2026-06-15 13:41,EC,Equador,0.68,0.75,0.07
2026-06-15 13:41,HR,Croacia,0.68,1.25,0.57
2026-06-15 13:41,SN,Senegal,0.5,,
2026-06-15 13:41,CIV,Costa do Marfim,0.41,1.0,0.59
2026-06-15 13:41,TR,Turquia,0.41,0.5,0.09
2026-06-15 13:41,KR,Coreia do Sul,0.41,1.25,0.84
2026-06-15 13:41,AT,Austria,0.32,,
2026-06-15 13:41,SC,Escocia,0.23,0.25,0.02
2026-06-15 13:41,AU,Australia,0.23,,
2026-06-15 13:41,SE,Suecia,0.23,,
2026-06-15 13:41,CA,Canada,0.23,,
2026-06-15 13:41,DZA,Argelia,0.14,,
2026-06-15 13:41,EGY,Egito,0.14,0.25,0.11
2026-06-15 13:41,IR,Ira,0.14,,
2026-06-15 13:41,GH,Gana,0.14,,
2026-06-15 13:41,PAN,Panama,0.09,,
2026-06-15 13:41,HTI,Haiti,0.09,0.125,0.04
2026-06-15 13:41,CUW,Curacao,0.09,,
2026-06-15 13:41,QAT,Catar,0.09,,
2026-06-15 13:41,RSA,Africa do Sul,0.09,,
2026-06-15 13:41,CPV,Cabo Verde,0.09,,
2026-06-15 13:41,JOR,Jordania,0.09,,
2026-06-15 13:41,UZB,Uzbequistao,0.09,,
2026-06-15 13:41,NZL,Nova Zelandia,0.09,,
2026-06-15 13:41,TN,Tunisia,0.09,,
2026-06-15 13:41,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-15 13:41,PY,Paraguai,0.09,,
2026-06-15 13:41,ES,Espanha,15.16,18.75,3.59
2026-06-15 13:41,FR,Franca,15.12,18.75,3.63
2026-06-15 13:41,PT,Portugal,10.03,11.25,1.22
2026-06-15 13:41,GB,Inglaterra,9.4,10.5,1.1
2026-06-15 13:41,AR,Argentina,8.03,10.5,2.47
2026-06-15 13:41,BR,Brasil,6.31,12.25,5.94
2026-06-15 13:41,DE,Alemanha,5.36,7.0,1.64
2026-06-15 13:41,NL,Holanda,5.31,4.0,-1.31
2026-06-15 13:41,US,EUA,3.5,2.375,-1.12
2026-06-15 13:41,NO,Noruega,2.22,3.0,0.78
2026-06-15 13:41,MA,Marrocos,1.95,3.25,1.3
2026-06-15 13:41,MX,Mexico,1.82,0.875,-0.95
2026-06-15 13:41,BE,Belgica,1.68,3.0,1.32
2026-06-15 13:41,JP,Japao,1.5,1.25,-0.25
2026-06-15 13:41,CO,Colombia,1.5,1.5,0.0
2026-06-15 13:41,IRQ,Iraque,0.91,,
2026-06-15 13:41,COD,RD Congo,0.91,,
2026-06-15 13:41,BIH,Bosnia,0.91,,
2026-06-15 13:41,CZE,Tchequia,0.91,,
2026-06-15 13:41,CH,Suica,0.77,0.75,-0.02
2026-06-15 13:41,UY,Uruguai,0.77,2.25,1.48
2026-06-15 13:41,EC,Equador,0.68,0.75,0.07
2026-06-15 13:41,HR,Croacia,0.68,1.25,0.57
2026-06-15 13:41,SN,Senegal,0.5,,
2026-06-15 13:41,CIV,Costa do Marfim,0.41,1.0,0.59
2026-06-15 13:41,TR,Turquia,0.41,0.5,0.09
2026-06-15 13:41,KR,Coreia do Sul,0.41,1.25,0.84
2026-06-15 13:41,AT,Austria,0.32,,
2026-06-15 13:41,SC,Escocia,0.23,0.25,0.02
2026-06-15 13:41,AU,Australia,0.23,,
2026-06-15 13:41,SE,Suecia,0.23,,
2026-06-15 13:41,CA,Canada,0.23,,
2026-06-15 13:41,DZA,Argelia,0.14,,
2026-06-15 13:41,EGY,Egito,0.14,0.25,0.11
2026-06-15 13:41,IR,Ira,0.14,,
2026-06-15 13:41,GH,Gana,0.14,,
2026-06-15 13:41,PAN,Panama,0.09,,
2026-06-15 13:41,HTI,Haiti,0.09,0.125,0.04
2026-06-15 13:41,CUW,Curacao,0.09,,
2026-06-15 13:41,QAT,Catar,0.09,,
2026-06-15 13:41,RSA,Africa do Sul,0.09,,
2026-06-15 13:41,CPV,Cabo Verde,0.09,,
2026-06-15 13:41,JOR,Jordania,0.09,,
2026-06-15 13:41,UZB,Uzbequistao,0.09,,
2026-06-15 13:41,NZL,Nova Zelandia,0.09,,
2026-06-15 13:41,TN,Tunisia,0.09,,
2026-06-15 13:41,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-15 13:41,PY,Paraguai,0.09,,
2026-06-16 07:37,FR,Franca,16.18,18.75,2.57
2026-06-16 07:37,ES,Espanha,13.74,18.75,5.01
2026-06-16 07:37,PT,Portugal,10.74,11.25,0.51
2026-06-16 07:37,GB,Inglaterra,9.62,10.5,0.88
2026-06-16 07:37,AR,Argentina,7.93,10.5,2.57
2026-06-16 07:37,BR,Brasil,6.24,12.25,6.01
2026-06-16 07:37,DE,Alemanha,5.77,7.0,1.23
2026-06-16 07:37,NL,Holanda,4.74,4.0,-0.74
2026-06-16 07:37,US,EUA,3.33,2.375,-0.96
2026-06-16 07:37,NO,Noruega,2.3,3.0,0.7
2026-06-16 07:37,MA,Marrocos,2.02,3.25,1.23
2026-06-16 07:37,MX,Mexico,1.69,0.875,-0.81
2026-06-16 07:37,CO,Colombia,1.55,1.5,-0.05
2026-06-16 07:37,JP,Japao,1.36,1.25,-0.11
2026-06-16 07:37,BE,Belgica,1.36,3.0,1.64
2026-06-16 07:37,IRQ,Iraque,0.94,,
2026-06-16 07:37,COD,RD Congo,0.94,,
2026-06-16 07:37,BIH,Bosnia,0.94,,
2026-06-16 07:37,CZE,Tchequia,0.94,,
2026-06-16 07:37,UY,Uruguai,0.8,2.25,1.45
2026-06-16 07:37,CH,Suica,0.7,0.75,0.05
2026-06-16 07:37,HR,Croacia,0.7,1.25,0.55
2026-06-16 07:37,CIV,Costa do Marfim,0.52,1.0,0.48
2026-06-16 07:37,KR,Coreia do Sul,0.52,1.25,0.73
2026-06-16 07:37,SN,Senegal,0.52,,
2026-06-16 07:37,SE,Suecia,0.47,,
2026-06-16 07:37,TR,Turquia,0.42,0.5,0.08
2026-06-16 07:37,EC,Equador,0.33,0.75,0.42
2026-06-16 07:37,AT,Austria,0.33,,
2026-06-16 07:37,AU,Australia,0.28,,
2026-06-16 07:37,EGY,Egito,0.23,0.25,0.02
2026-06-16 07:37,CA,Canada,0.23,,
2026-06-16 07:37,DZA,Argelia,0.14,,
2026-06-16 07:37,SC,Escocia,0.14,0.25,0.11
2026-06-16 07:37,GH,Gana,0.14,,
2026-06-16 07:37,PAN,Panama,0.09,,
2026-06-16 07:37,HTI,Haiti,0.09,0.125,0.04
2026-06-16 07:37,CUW,Curacao,0.09,,
2026-06-16 07:37,QAT,Catar,0.09,,
2026-06-16 07:37,RSA,Africa do Sul,0.09,,
2026-06-16 07:37,CPV,Cabo Verde,0.09,,
2026-06-16 07:37,JOR,Jordania,0.09,,
2026-06-16 07:37,UZB,Uzbequistao,0.09,,
2026-06-16 07:37,NZL,Nova Zelandia,0.09,,
2026-06-16 07:37,TN,Tunisia,0.09,,
2026-06-16 07:37,SA,Arabia Saudita,0.09,0.25,0.16
2026-06-16 07:37,IR,Ira,0.09,,
2026-06-16 07:37,PY,Paraguai,0.09,,
